seq_name,nu
P45973_74_117,0.573
P45974_766_797,0.589
P45974_613_661,0.591
P45974_76_120,0.505
P45983_362_427,0.545
P45984_360_424,0.571
P45985_1_88,0.542
P46019_960_1071,0.532
P46019_619_762,0.535
P46020_616_761,0.52
P46020_967_1056,0.541
P46060_364_441,0.614
P46063_1_55,0.523
P46063_588_649,0.562
P46087_587_812,0.558
P46087_1_233,0.309
P46089_1_37,0.568
P46091_1_33,0.626
P46092_314_362,0.485
P46093_301_362,0.565
P46095_1_72,0.565
P46098_344_415,0.54
P46100_2419_2492,0.536
P46100_2184_2319,0.525
P46100_1_176,0.52
P46100_1855_2006,0.523
P46100_289_1546,0.482
P46108_183_304,0.512
P46108_62_143,0.527
P46109_95_303,0.508
P46199_1_95,0.539
P46379_353_753,0.53
P46379_82_273,0.516
P46379_936_1069,0.517
P46527_97_198,0.522
P46531_1612_1919,0.477
P46531_1_1467,0.497
P46531_2105_2555,0.508
P46695_1_156,0.428
P46721_271_307,0.575
P46721_622_670,0.555
P46721_119_149,0.578
P46734_1_50,0.569
P46736_43_73,0.57
P46736_177_210,0.566
P46783_96_165,0.549
P46821_1_35,0.579
P46934_1_953,0.455
P46937_1_504,0.514
P46939_1_31,0.573
P46939_3131_3433,0.516
P46939_262_317,0.57
P46939_637_690,0.574
P46939_2169_2236,0.553
P46939_1839_1872,0.56
P46939_1742_1791,0.538
P46939_1391_1429,0.576
P46939_2623_2659,0.572
P46939_894_924,0.574
P46940_895_970,0.539
P46940_1_38,0.554
P46940_1337_1380,0.588
P46940_1514_1569,0.552
P46976_270_327,0.538
P47211_317_349,0.575
P47710_1_185,0.507
P47712_413_538,0.581
P47712_720_749,0.598
P47736_416_663,0.516
P47736_1_31,0.562
P47775_1_40,0.584
P47813_114_144,0.655
P47869_350_413,0.578
P47870_1_31,0.515
P47870_351_486,0.494
P47871_431_477,0.537
P47872_408_440,0.556
P47872_1_46,0.536
P47883_254_348,0.514
P47897_180_228,0.548
P47898_230_281,0.548
P47898_1_39,0.564
P47900_1_43,0.561
P47901_1_32,0.566
P47901_237_272,0.554
P47901_344_424,0.453
P47902_225_265,0.565
P47902_1_145,0.521
P47914_119_159,0.587
P47928_121_161,0.553
P47928_1_62,0.554
P47944_1_62,0.549
P47972_1_140,0.523
P47974_1_147,0.54
P47974_219_494,0.524
P47985_1_76,0.544
P48023_1_67,0.536
P48029_1_55,0.56
P48029_605_635,0.599
P48039_317_350,0.573
P48048_1_50,0.572
P48050_355_445,0.556
P48051_390_423,0.626
P48051_1_56,0.486
P48058_852_902,0.561
P48058_568_599,0.583
P48065_1_32,0.581
P48065_579_614,0.554
P48066_1_47,0.56
P48066_596_632,0.546
P48067_230_263,0.545
P48067_664_706,0.548
P48067_1_96,0.534
P48145_1_34,0.578
P48146_1_44,0.544
P48165_233_433,0.53
P48165_113_146,0.568
P48167_365_470,0.552
P48167_1_46,0.538
P48169_354_515,0.56
P48169_1_45,0.564
P48200_130_212,0.527
P48201_1_63,0.535
P48230_33_69,0.544
P48357_842_1165,0.509
P48357_1_190,0.473
P48378_1_194,0.536
P48378_276_333,0.534
P48378_667_723,0.552
P48380_652_749,0.569
P48380_259_323,0.532
P48380_1_179,0.544
P48382_1_32,0.582
P48382_242_616,0.512
P48426_295_326,0.603
P48431_120_317,0.515
P48431_1_40,0.573
P48436_1_83,0.555
P48436_184_509,0.513
P48443_1_136,0.514
P48444_172_274,0.542
P48454_465_512,0.557
P48544_1_53,0.542
P48544_372_419,0.553
P48546_421_466,0.545
P48547_115_174,0.512
P48547_451_511,0.531
P48549_364_501,0.522
P48549_1_48,0.548
P48551_1_32,0.532
P48551_268_515,0.539
P48552_1_253,0.496
P48552_300_1158,0.513
P48553_877_926,0.531
P48553_631_729,0.516
P48553_1163_1259,0.545
P48556_300_350,0.542
P48556_1_129,0.543
P48634_1_452,0.51
P48645_1_174,0.464
P48651_405_473,0.492
P48664_1_37,0.564
P48664_533_564,0.56
P48664_202_253,0.532
P48668_470_564,0.524
P48668_1_163,0.485
P48681_311_1621,0.546
P48723_315_359,0.57
P48728_1_32,0.58
P48730_306_415,0.544
P48735_1_40,0.564
P48736_1_43,0.52
P48742_122_181,0.544
P48742_245_406,0.508
P48745_167_209,0.584
P48751_1_321,0.294
P48751_854_891,0.566
P48751_626_680,0.507
P48751_423_512,0.545
P48764_513_834,0.467
P48764_1_54,0.51
P48775_1_33,0.559
P48788_125_182,0.55
P48960_461_496,0.575
P48960_800_835,0.545
P48960_1_36,0.552
P48995_129_166,0.528
P48995_1_51,0.558
P49006_1_195,0.522
P49019_312_387,0.555
P49023_1_344,0.545
P49069_1_233,0.493
P49116_193_368,0.546
P49116_1_110,0.542
P49137_1_47,0.563
P49146_1_43,0.585
P49190_436_550,0.509
P49190_1_33,0.548
P49190_203_234,0.588
P49238_306_355,0.541
P49247_1_74,0.526
P49257_1_43,0.541
P49257_303_471,0.517
P49279_1_51,0.56
P49281_1_60,0.561
P49281_532_568,0.568
P49286_329_362,0.582
P49286_1_35,0.54
P49321_1_35,0.587
P49321_106_513,0.594
P49321_675_788,0.546
P49327_2109_2228,0.553
P49327_1162_1191,0.557
P49335_1_187,0.523
P49336_359_464,0.526
P49354_1_57,0.57
P49406_1_65,0.533
P49407_347_418,0.569
P49411_1_52,0.552
P49418_241_621,0.54
P49419_1_31,0.573
P49427_195_236,0.649
P49441_229_262,0.554
P49448_1_63,0.515
P49450_1_39,0.6
P49454_1446_1556,0.539
P49454_1642_1775,0.547
P49454_1342_1403,0.587
P49454_1840_1900,0.566
P49454_2258_2332,0.558
P49454_2808_2844,0.591
P49454_753_843,0.558
P49454_1139_1292,0.538
P49454_2885_3114,0.536
P49454_120_291,0.524
P49454_521_568,0.566
P49585_1_40,0.545
P49585_294_367,0.491
P49590_1_51,0.553
P49593_420_454,0.574
P49619_395_429,0.582
P49619_72_170,0.565
P49639_295_335,0.59
P49639_1_220,0.524
P49640_1_183,0.529
P49640_261_407,0.52
P49641_1_107,0.511
P49643_452_509,0.545
P49662_258_307,0.541
P49662_1_108,0.554
P49674_301_416,0.533
P49675_1_65,0.554
P49682_1_41,0.586
P49682_330_368,0.525
P49683_1_54,0.548
P49685_1_33,0.584
P49685_323_360,0.511
P49711_1_270,0.517
P49711_570_727,0.479
P49715_1_276,0.513
P49716_1_186,0.495
P49736_683_719,0.586
P49736_1_177,0.472
P49746_199_291,0.538
P49746_1_34,0.561
P49747_1_98,0.53
P49748_1_70,0.546
P49750_504_1823,0.466
P49750_1_390,0.5
P49750_1999_2146,0.522
P49753_1_60,0.568
P49756_344_405,0.552
P49756_566_739,0.523
P49756_174_271,0.53
P49756_1_88,0.544
P49757_205_651,0.524
P49758_222_256,0.575
P49759_1_142,0.504
P49760_1_144,0.529
P49761_1_285,0.535
P49763_1_32,0.562
P49763_138_221,0.533
P49765_132_207,0.55
P49767_226_290,0.507
P49767_1_116,0.509
P49768_275_385,0.561
P49768_1_73,0.544
P49771_164_235,0.508
P49788_1_53,0.473
P49790_878_1475,0.524
P49790_1_721,0.49
P49790_819_852,0.575
P49790_748_792,0.564
P49792_749_1173,0.489
P49792_2157_2315,0.522
P49792_2445_2926,0.545
P49792_1304_2015,0.546
P49795_1_71,0.538
P49796_266_301,0.573
P49796_1_141,0.503
P49796_370_564,0.535
P49796_666_1065,0.469
P49798_1_50,0.573
P49802_449_495,0.561
P49810_280_365,0.552
P49810_1_80,0.574
P49815_1_44,0.568
P49815_1749_1807,0.538
P49815_1069_1509,0.509
P49815_917_1023,0.516
P49815_638_685,0.554
P49821_1_31,0.583
P49840_1_101,0.542
P49840_444_483,0.569
P49841_387_420,0.597
P49842_1_147,0.529
P49848_438_677,0.534
P49848_148_220,0.574
P49862_1_30,0.545
P49863_1_30,0.533
P49901_1_116,0.553
P49902_499_561,0.511
P49910_1_53,0.539
P49910_119_351,0.514
P49913_130_170,0.547
P49915_1_31,0.571
P49915_367_403,0.565
P49916_832_941,0.556
P49916_177_254,0.583
P49916_1_98,0.493
P49917_611_655,0.56
P49918_101_316,0.539
P49959_522_708,0.406
P49959_399_443,0.571
P50052_325_363,0.531
P50052_1_42,0.573
P50213_1_32,0.561
P50219_312_401,0.52
P50219_1_239,0.528
P50221_1_169,0.492
P50222_251_304,0.551
P50222_1_183,0.517
P50281_1_46,0.533
P50281_284_316,0.577
P50281_508_582,0.448
P50391_1_39,0.539
P50391_333_375,0.558
P50402_45_222,0.491
P50406_225_260,0.568
P50406_332_440,0.519
P50416_1_35,0.562
P50440_1_62,0.559
P50443_180_214,0.56
P50443_1_68,0.553
P50454_1_37,0.572
P50458_327_406,0.567
P50458_175_269,0.526
P50458_1_51,0.543
P50461_74_118,0.561
P50479_85_251,0.506
P50502_39_82,0.568
P50502_272_323,0.543
P50539_153_228,0.576
P50539_1_63,0.534
P50542_1_316,0.504
P50548_109_548,0.494
P50549_427_477,0.572
P50549_1_332,0.5
P50552_117_340,0.54
P50553_1_108,0.538
P50553_191_236,0.588
P50570_739_870,0.525
P50570_621_651,0.563
P50570_497_530,0.559
P50579_1_107,0.446
P50591_60_133,0.485
P50607_1_245,0.468
P50613_313_346,0.576
P50616_125_345,0.524
P50747_1_166,0.542
P50748_1_41,0.544
P50748_1453_1860,0.489
P50748_1160_1213,0.578
P50748_647_1075,0.498
P50748_308_396,0.527
P50749_69_162,0.515
P50750_333_372,0.55
P50851_2003_2081,0.557
P50851_1549_1801,0.543
P50851_1_48,0.533
P50851_933_1306,0.54
P50851_1457_1503,0.57
P50876_152_186,0.569
P50895_1_33,0.562
P50895_559_628,0.482
P50914_136_215,0.599
P50991_1_31,0.596
P50993_1_33,0.571
P50995_1_190,0.504
P51003_494_745,0.534
P51114_377_621,0.482
P51116_386_673,0.487
P51148_185_216,0.572
P51153_173_203,0.572
P51157_191_221,0.57
P51159_188_221,0.582
P51160_1_54,0.555
P51168_157_192,0.57
P51168_569_640,0.567
P51170_125_164,0.56
P51170_568_649,0.537
P51172_326_357,0.557
P51172_727_802,0.459
P51172_1_228,0.497
P51397_1_102,0.558
P51398_1_53,0.544
P51449_119_268,0.522
P51451_1_66,0.55
P51460_1_131,0.504
P51504_1_49,0.547
P51508_1_339,0.497
P51511_1_65,0.518
P51511_558_669,0.501
P51511_305_371,0.542
P51512_529_607,0.505
P51512_1_55,0.502
P51512_293_342,0.567
P51513_121_174,0.578
P51513_250_427,0.526
P51513_1_52,0.552
P51522_1_119,0.525
P51523_56_230,0.481
P51530_1_38,0.556
P51531_1503_1590,0.42
P51531_1_344,0.534
P51531_496_708,0.384
P51531_1281_1427,0.506
P51532_1_366,0.532
P51532_517_739,0.394
P51532_934_969,0.543
P51532_1239_1300,0.584
P51532_1562_1647,0.421
P51532_1344_1458,0.518
P51553_1_46,0.56
P51582_318_365,0.533
P51587_3178_3418,0.514
P51608_164_486,0.527
P51608_1_90,0.536
P51610_1996_2035,0.588
P51610_397_1822,0.534
P51617_102_198,0.535
P51617_524_712,0.533
P51636_1_46,0.581
P51649_1_54,0.563
P51654_348_386,0.538
P51654_430_580,0.51
P51654_1_35,0.562
P51659_296_331,0.569
P51677_317_355,0.524
P51679_318_360,0.516
P51679_1_31,0.548
P51681_313_352,0.534
P51684_1_37,0.557
P51684_332_374,0.504
P51685_1_34,0.569
P51685_317_355,0.544
P51686_1_41,0.559
P51687_1_78,0.531
P51689_1_32,0.554
P51690_1_31,0.544
P51692_696_787,0.553
P51693_1_58,0.555
P51693_484_650,0.544
P51693_211_300,0.55
P51784_1_83,0.523
P51784_641_729,0.308
P51784_933_963,0.561
P51786_73_169,0.479
P51786_1_36,0.54
P51787_394_506,0.469
P51787_1_103,0.521
P51787_571_676,0.521
P51788_834_898,0.543
P51788_1_85,0.517
P51788_649_774,0.521
P51790_1_93,0.547
P51793_1_37,0.557
P51795_1_93,0.533
P51797_399_430,0.548
P51797_1_55,0.519
P51797_636_744,0.517
P51798_1_98,0.508
P51800_1_35,0.538
P51801_1_36,0.526
P51805_1574_1657,0.537
P51805_1204_1279,0.531
P51810_308_404,0.538
P51811_385_444,0.52
P51812_373_423,0.545
P51812_563_600,0.54
P51812_701_740,0.556
P51812_1_69,0.571
P51813_146_297,0.489
P51814_1_377,0.509
P51815_1_49,0.548
P51815_122_369,0.487
P51816_1_1063,0.491
P51816_1193_1232,0.567
P51817_1_45,0.573
P51825_1086_1131,0.57
P51825_1_962,0.507
P51826_1100_1147,0.571
P51826_1_970,0.504
P51828_684_722,0.56
P51828_460_580,0.513
P51828_756_801,0.554
P51841_498_575,0.523
P51841_1_49,0.519
P51843_315_356,0.567
P51843_1_251,0.492
P51858_97_240,0.574
P51861_1_262,0.276
P51864_1_82,0.527
P51864_148_188,0.545
P51878_1_167,0.535
P51878_314_363,0.561
P51884_1_35,0.524
P51888_1_54,0.522
P51911_171_297,0.506
P51946_281_323,0.527
P51948_207_244,0.565
P51955_360_445,0.55
P51955_152_182,0.563
P51956_273_506,0.442
P51957_275_776,0.507
P51959_260_295,0.547
P51965_1_43,0.564
P51991_207_378,0.42
P51993_1_62,0.516
P52179_826_941,0.552
P52179_1146_1258,0.553
P52179_604_648,0.551
P52179_1440_1474,0.569
P52179_1_423,0.494
P52198_181_227,0.539
P52272_145_193,0.549
P52272_277_658,0.486
P52272_1_76,0.526
P52292_1_75,0.536
P52294_1_83,0.466
P52333_783_817,0.571
P52333_1_31,0.565
P52564_1_45,0.57
P52569_428_487,0.533
P52569_610_658,0.575
P52594_141_562,0.52
P52597_182_295,0.488
P52597_355_415,0.526
P52630_682_851,0.524
P52655_59_322,0.549
P52701_1_97,0.539
P52701_187_366,0.383
P52732_697_750,0.567
P52732_907_1056,0.518
P52732_479_518,0.592
P52735_147_187,0.592
P52735_763_824,0.557
P52736_623_654,0.532
P52736_50_217,0.52
P52737_1_177,0.491
P52738_1_168,0.517
P52739_377_623,0.555
P52739_1_335,0.508
P52740_1_308,0.501
P52741_1_177,0.515
P52742_1_217,0.503
P52744_1_102,0.549
P52746_1_1449,0.439
P52746_1646_1687,0.593
P52747_1_247,0.551
P52747_434_638,0.564
P52756_1_101,0.498
P52756_706_815,0.543
P52756_504_638,0.535
P52756_306_456,0.537
P52756_197_236,0.524
P52757_153_213,0.522
P52790_1_32,0.576
P52797_164_238,0.534
P52798_153_201,0.532
P52799_169_333,0.495
P52803_162_228,0.529
P52815_92_132,0.576
P52815_1_54,0.534
P52823_1_40,0.547
P52823_198_247,0.548
P52824_1_64,0.566
P52824_346_393,0.57
P52824_259_301,0.582
P52848_1_83,0.51
P52849_1_84,0.537
P52926_1_109,0.44
P52943_64_123,0.548
P52945_210_283,0.541
P52945_1_140,0.512
P52948_1_166,0.514
P52948_206_740,0.498
P52948_882_1213,0.502
P52948_1461_1495,0.551
P52948_1750_1817,0.525
P52951_316_348,0.567
P52951_1_246,0.527
P52952_213_324,0.524
P52952_1_134,0.54
P52954_202_281,0.532
P52954_1_119,0.541
P52961_1_30,0.567
P52961_297_327,0.533
P53007_1_39,0.572
P53350_1_37,0.584
P53350_321_375,0.55
P53355_1397_1430,0.563
P53355_707_794,0.519
P53355_290_352,0.452
P53365_1_86,0.553
P53367_1_120,0.536
P53370_1_49,0.51
P53396_423_490,0.562
P53420_1_1456,0.506
P53539_1_150,0.498
P53539_225_338,0.546
P53567_1_53,0.573
P53597_1_41,0.547
P53618_649_721,0.552
P53618_491_542,0.576
P53621_801_917,0.543
P53667_251_339,0.526
P53671_470_508,0.596
P53671_242_333,0.513
P53674_1_59,0.556
P53675_504_1034,0.486
P53701_1_80,0.557
P53708_1_44,0.528
P53708_880_923,0.546
P53779_1_45,0.53
P53779_401_464,0.556
P53794_544_684,0.522
P53801_1_38,0.555
P53804_734_825,0.534
P53804_1889_2025,0.531
P53804_1727_1853,0.529
P53804_348_485,0.526
P53804_1170_1612,0.49
P53804_996_1112,0.471
P53804_1_126,0.52
P53805_1_61,0.574
P53814_641_799,0.539
P53814_130_584,0.543
P53816_120_162,0.563
P53985_196_253,0.576
P53985_464_500,0.625
P53990_188_364,0.509
P53992_1_320,0.506
P53999_1_59,0.582
P54098_1_76,0.521
P54098_311_352,0.53
P54098_491_551,0.476
P54098_641_740,0.531
P54105_144_237,0.618
P54132_1_377,0.505
P54132_405_644,0.479
P54132_1284_1417,0.513
P54198_375_687,0.54
P54219_484_525,0.586
P54219_46_137,0.557
P54252_203_361,0.535
P54253_688_815,0.546
P54253_1_572,0.532
P54257_1_172,0.544
P54257_456_671,0.498
P54257_272_314,0.606
P54259_1_752,0.508
P54259_830_1190,0.523
P54274_1_61,0.6
P54274_272_384,0.543
P54277_334_577,0.543
P54277_635_733,0.537
P54278_362_642,0.535
P54284_1_31,0.586
P54284_363_484,0.52
P54284_137_166,0.583
P54289_907_974,0.526
P54296_476_515,0.572
P54296_241_289,0.536
P54296_1_163,0.489
P54296_1434_1465,0.564
P54368_1_90,0.551
P54578_215_244,0.556
P54578_60_93,0.574
P54646_328_401,0.538
P54646_468_552,0.526
P54652_610_639,0.57
P54707_1_58,0.552
P54725_198_242,0.568
P54725_278_319,0.609
P54725_73_163,0.552
P54727_323_366,0.572
P54727_226_283,0.568
P54727_72_187,0.556
P54750_451_488,0.544
P54750_63_145,0.499
P54750_1_30,0.546
P54753_774_806,0.54
P54753_535_612,0.529
P54753_1_44,0.521
P54753_900_931,0.569
P54756_1_62,0.539
P54756_557_658,0.542
P54756_941_975,0.551
P54756_816_845,0.542
P54760_881_913,0.568
P54760_527_594,0.526
P54762_540_602,0.519
P54764_1_31,0.564
P54764_533_602,0.527
P54764_762_791,0.538
P54764_884_919,0.558
P54792_334_387,0.561
P54792_471_670,0.517
P54792_81_257,0.467
P54803_1_42,0.551
P54821_1_93,0.522
P54821_165_245,0.555
P54826_77_107,0.573
P54826_243_345,0.455
P54826_1_35,0.551
P54829_1_268,0.542
P54840_627_703,0.504
P54845_1_128,0.524
P54868_1_49,0.576
P54886_1_66,0.548
P55001_1_96,0.524
P55010_377_431,0.582
P55010_135_227,0.462
P55011_929_1008,0.575
P55011_1_290,0.531
P55017_780_821,0.576
P55017_1_140,0.524
P55036_240_377,0.569
P55036_175_212,0.569
P55039_34_115,0.539
P55040_261_296,0.548
P55040_1_75,0.526
P55042_273_308,0.562
P55042_1_90,0.482
P55055_172_219,0.577
P55055_1_85,0.544
P55056_1_47,0.546
P55060_877_909,0.603
P55072_759_806,0.51
P55075_1_48,0.552
P55075_201_233,0.548
P55081_1_206,0.498
P55082_194_362,0.543
P55082_1_68,0.554
P55083_1_36,0.557
P55084_1_45,0.586
P55085_1_62,0.54
P55087_263_323,0.571
P55089_1_89,0.533
P55103_72_109,0.547
P55103_1_33,0.554
P55107_137_177,0.551
P55107_261_368,0.508
P55107_1_80,0.528
P55157_1_32,0.558
P55196_978_1012,0.567
P55196_124_244,0.538
P55196_343_424,0.541
P55196_1096_1526,0.523
P55196_1570_1824,0.512
P55196_500_605,0.54
P55197_198_731,0.519
P55197_776_1068,0.535
P55198_757_1093,0.501
P55198_180_718,0.489
P55199_288_508,0.511
P55199_148_204,0.582
P55201_44_196,0.476
P55201_440_502,0.375
P55201_818_1086,0.496
P55201_743_786,0.59
P55209_348_391,0.66
P55209_1_52,0.568
P55210_1_60,0.467
P55211_92_152,0.533
P55211_300_340,0.604
P55212_1_30,0.544
P55259_1_52,0.541
P55259_495_537,0.536
P55265_363_496,0.52
P55265_573_621,0.558
P55265_1_144,0.527
P55265_678_726,0.558
P55265_791_851,0.538
P55265_193_301,0.56
P55268_1_50,0.546
P55268_1192_1798,0.515
P55283_756_916,0.546
P55283_1_39,0.547
P55283_112_173,0.56
P55285_1_63,0.537
P55285_623_790,0.5
P55286_642_799,0.552
P55286_1_77,0.511
P55287_622_796,0.52
P55287_1_63,0.53
P55289_1_63,0.52
P55289_631_794,0.501
P55290_105_143,0.549
P55290_684_713,0.564
P55290_1_34,0.532
P55291_1_47,0.531
P55291_624_814,0.468
P55316_274_489,0.497
P55316_1_180,0.559
P55317_255_472,0.534
P55317_1_167,0.488
P55318_205_350,0.488
P55318_1_113,0.525
P55327_139_224,0.551
P55327_1_71,0.554
P55345_1_35,0.588
P55347_321_436,0.538
P55347_153_265,0.539
P55347_1_49,0.567
P55771_130_341,0.508
P55773_1_53,0.552
P55786_1_53,0.538
P55789_1_80,0.541
P55795_354_449,0.524
P55795_182_296,0.487
P55808_1_180,0.494
P55809_1_36,0.559
P55822_1_60,0.539
P55822_163_239,0.635
P55851_1_309,0.516
P55884_1_184,0.603
P55884_782_814,0.648
P55895_341_527,0.268
P55899_327_365,0.578
P55916_1_312,0.506
P55957_1_195,0.504
P56159_114_151,0.561
P56159_344_465,0.525
P56177_1_123,0.534
P56177_193_255,0.539
P56178_1_131,0.528
P56178_202_289,0.537
P56179_1_41,0.57
P56179_112_175,0.532
P56180_1_71,0.562
P56181_1_59,0.578
P56182_237_296,0.581
P56182_344_461,0.582
P56192_200_231,0.58
P56199_1_32,0.565
P56199_1027_1065,0.565
P56202_1_36,0.546
P56211_1_112,0.551
P56270_1_281,0.51
P56270_408_477,0.565
P56373_361_397,0.58
P56470_152_183,0.558
P56524_1_70,0.554
P56524_168_651,0.477
P56545_1_30,0.584
P56545_360_445,0.562
P56555_1_118,0.521
P56645_406_1201,0.503
P56645_85_116,0.56
P56645_1_55,0.553
P56693_1_84,0.565
P56693_178_466,0.522
P56696_1_79,0.551
P56696_370_532,0.509
P56696_583_695,0.536
P56703_1_40,0.527
P56704_1_39,0.519
P56706_1_34,0.562
P56715_114_161,0.57
P56715_1_39,0.562
P56730_1_141,0.5
P56746_183_228,0.549
P56747_183_220,0.556
P56748_193_225,0.552
P56749_200_244,0.54
P56750_190_224,0.566
P56817_1_58,0.529
P56856_199_261,0.554
P56880_185_219,0.564
P56915_226_257,0.574
P56915_1_144,0.522
P56945_65_457,0.518
P56945_603_715,0.53
P56962_110_161,0.568
P56962_196_302,0.546
P56975_389_720,0.505
P56975_327_358,0.578
P56975_1_296,0.502
P57052_90_281,0.498
P57055_1_80,0.535
P57055_111_190,0.542
P57057_248_321,0.539
P57057_52_90,0.544
P57058_396_714,0.51
P57058_1_39,0.578
P57059_350_783,0.485
P57060_1_31,0.575
P57073_1_94,0.557
P57073_179_446,0.5
P57075_180_227,0.543
P57075_350_400,0.555
P57077_1_36,0.525
P57078_154_193,0.559
P57078_281_458,0.514
P57082_253_545,0.483
P57082_1_62,0.578
P57086_1_101,0.568
P57087_264_298,0.569
P57103_249_396,0.502
P57103_484_518,0.568
P57103_620_719,0.546
P57103_1_61,0.523
P57105_101_145,0.533
P57678_180_217,0.555
P57679_825_858,0.58
P57679_1_195,0.514
P57679_906_992,0.526
P57682_1_258,0.51
P57721_1_50,0.536
P57721_197_300,0.532
P57723_309_403,0.528
P57723_171_247,0.541
P57727_1_46,0.561
P57737_395_473,0.535
P57737_881_925,0.606
P57738_59_103,0.541
P57739_190_230,0.538
P57740_1_147,0.512
P57764_84_113,0.574
P57764_234_290,0.529
P57768_1_109,0.536
P57768_277_344,0.633
P57771_1_47,0.571
P57772_374_411,0.555
P57772_537_596,0.558
P57773_256_515,0.503
P57789_382_538,0.504
P57789_1_69,0.533
P57796_1_123,0.553
P58004_217_258,0.575
P58004_1_63,0.533
P58005_217_262,0.553
P58005_292_331,0.568
P58005_1_48,0.551
P58012_147_376,0.501
P58012_1_52,0.566
P58107_4171_4240,0.552
P58107_3638_3706,0.548
P58107_1_49,0.551
P58107_1131_1185,0.535
P58107_2083_2160,0.52
P58107_3107_3172,0.547
P58107_4709_4770,0.564
P58107_2569_2645,0.564
P58166_188_227,0.567
P58166_1_34,0.55
P58170_281_312,0.564
P58215_1_50,0.54
P58304_1_145,0.539
P58304_216_361,0.559
P58317_1_148,0.54
P58335_344_489,0.525
P58335_1_46,0.544
P58340_1_91,0.507
P58340_203_268,0.581
P58397_1_245,0.498
P58397_827_1594,0.497
P58417_1_120,0.479
P58505_160_322,0.527
P58505_1_86,0.512
P58512_1_204,0.498
P58513_1_81,0.523
P58549_50_80,0.557
P58550_1_94,0.532
P58658_265_441,0.501
P58658_1_57,0.526
P58743_577_633,0.554
P58753_1_81,0.533
P58872_1_129,0.476
P59020_1_149,0.512
P59022_1_87,0.533
P59025_199_263,0.524
P59025_1_42,0.544
P59036_1_64,0.563
P59037_1_77,0.542
P59044_145_185,0.535
P59044_677_716,0.579
P59044_574_621,0.599
P59045_980_1033,0.538
P59046_664_700,0.553
P59046_81_197,0.523
P59046_408_523,0.503
P59047_1_72,0.525
P59047_440_507,0.546
P59047_590_636,0.516
P59047_141_267,0.578
P59051_1_145,0.526
P59052_1_145,0.504
P59074_123_171,0.468
P59090_1_65,0.531
P59091_1_139,0.514
P59103_1_153,0.502
P59510_948_1672,0.436
P59510_1_263,0.489
P59533_156_189,0.536
P59534_176_209,0.563
P59535_157_194,0.556
P59551_282_318,0.526
P59646_59_89,0.557
P59665_1_56,0.54
P59666_1_56,0.542
P59773_1_151,0.503
P59780_154_193,0.564
P59817_1_277,0.491
P59817_497_542,0.557
P59826_1_98,0.5
P59827_377_413,0.575
P59827_1_231,0.489
P59861_1_70,0.522
P59901_416_499,0.54
P59910_93_134,0.55
P59923_802_988,0.514
P59923_723_771,0.558
P59923_1_56,0.537
P59923_130_242,0.54
P59923_283_691,0.486
P59942_1_119,0.501
P59990_1_96,0.55
P59991_1_33,0.568
P60006_63_121,0.679
P60008_173_231,0.609
P60008_1_114,0.526
P60014_1_251,0.518
P60153_1_45,0.52
P60201_93_149,0.552
P60228_1_445,0.485
P60321_22_64,0.544
P60323_129_173,0.563
P60323_1_55,0.553
P60328_1_96,0.536
P60329_1_112,0.534
P60331_1_282,0.531
P60368_1_255,0.519
P60369_1_221,0.518
P60370_1_271,0.518
P60371_1_365,0.516
P60372_1_401,0.523
P60409_1_370,0.52
P60410_1_259,0.529
P60411_1_292,0.517
P60412_1_298,0.515
P60413_1_245,0.534
P60468_1_96,0.539
P60484_349_403,0.598
P60484_277_311,0.606
P60507_1_33,0.543
P60507_185_584,0.482
P60508_1_538,0.441
P60509_1_189,0.515
P60509_295_514,0.505
P60608_1_86,0.503
P60608_213_527,0.501
P60827_1_88,0.522
P60852_134_239,0.561
P60852_1_42,0.531
P60852_537_638,0.518
P60880_91_132,0.563
P60985_1_99,0.522
P61011_429_504,0.547
P61011_299_363,0.536
P61020_185_215,0.571
P61073_311_352,0.528
P61073_1_33,0.581
P61129_382_1189,0.51
P61129_1_265,0.415
P61201_1_38,0.629
P61218_1_43,0.645
P61244_119_160,0.561
P61247_228_264,0.599
P61278_1_116,0.499
P61289_66_103,0.567
P61296_1_96,0.537
P61296_176_217,0.584
